"id","userId","searchDate","networkCount","caseNumber","offenseType"
"ada89326-4b5b-46d9-b480-b7f0d17e3a69","***","2026-07-15T16:25:51.894Z","376","26-5935","Drugs/Narcotics"
"d0d8a3ba-8802-467b-884f-40cd514f075e","***","2026-07-15T17:16:08.922Z","376","2511493","Weapons Offense (Guns/Shots Fired)"
"681d1ce5-28f3-4d1b-a8fd-84017da7baba","***","2026-07-15T17:34:16.092Z","376","2607150094","Weapons Offense (Guns/Shots Fired)"
"00706ce0-a77b-46f3-918a-d9bb9bb0cb82","***","2026-07-15T18:00:48.685Z","605","2607150094","Weapons Offense (Guns/Shots Fired)"
"dd625de8-aba4-4971-8add-f1b4ef1a76da","***","2026-07-15T23:02:14.143Z","375","2607150178","Assault/Battery Offenses"
"23deedbd-bd7f-4193-a7f6-198b5d0c8d91","***","2026-07-16T00:01:48.827Z","356","26-5266","Homicide/Death Investigation"
"408ad26f-c42a-4b2d-98dc-cb743e7a93e1","***","2026-07-16T00:10:15.720Z","606","2607150191","Assault/Battery Offenses"
"0be94f6f-c9e4-4358-94fa-8fc400683e7c","***","2026-07-16T05:09:09.687Z","606","26-4394","Motor Vehicle Theft/Stolen"
"86531ad5-d5da-4569-abb0-0a2995069e57","***","2026-07-16T14:23:08.890Z","376","26-1","Weapons Offense (Guns/Shots Fired)"
"0871af16-700b-45af-b4a3-e624c7f6ec1e","***","2026-07-16T15:24:57.864Z","356","26-5266","Homicide/Death Investigation"
"50e17f9b-b57e-46b8-846e-c288a16ebcb7","***","2026-07-16T16:47:37.418Z","376","26-2645","Robbery"
"e5180892-2ef0-47c9-aef2-0526186ba2cf","***","2026-07-16T18:12:29.125Z","356","26-5266","Homicide/Death Investigation"
"badc2699-444a-417e-9ddd-71816807fd5c","***","2026-07-16T19:01:49.450Z","376","2607150094","Drugs/Narcotics"
"b55c9c9c-b11c-4c3b-8110-c0f38c021c0d","***","2026-07-16T21:52:23.569Z","356","26-1234","Stolen Property Offenses"
"26e3e7bb-20e6-4d5c-b116-18585e83463b","***","2026-07-16T23:23:56.362Z","375","2607160143","Assault/Battery Offenses (Domestic)"
"ea13c15f-0b37-461b-aa9c-619774938815","***","2026-07-17T16:07:47.944Z","375","stolen veh","Larceny/Theft Offenses"
"a0560ac9-2fc1-42b0-b828-6702ea923b53","***","2026-07-17T16:44:21.247Z","375","26-6647","Motor Vehicle Theft/Stolen"
"1d1d458f-1d8c-4b3d-983c-e6e20e8adf2c","***","2026-07-17T17:26:10.073Z","605","26-6650","Assault/Battery Offenses"
"e3a6cdf5-c947-43b1-837e-66b29d8b07cb","***","2026-07-17T17:31:04.430Z","374","26-6650","Assault/Battery Offenses (Domestic)"
"d44199de-e373-43a5-bb8b-f7e09fcedb8c","***","2026-07-17T17:40:07.547Z","375","26-6647","Motor Vehicle Theft/Stolen"
"376fb903-1d72-4c55-93b8-77d032322bc6","***","2026-07-17T18:13:49.090Z","605","415rr","Assault/Battery Offenses"
"8b7fb604-454c-4eee-a546-0c2b014b5091","***","2026-07-17T20:26:02.240Z","374","2607170099","Assault/Battery Offenses (Domestic)"
